   9809     AichiSR  BL5S1
 200911-Y2O3-1   20.09.11 09:12 - 20.09.11 09:13
                                                                                 
 Ring :   1.2 GeV   301.8 mA -  301.4 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle=  6.67855 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 3783
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1       16740.16  18140.16        0.37       0.01      3785
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  5552.300  9521.500  8214.200
   6.30450   6.30467    0.0143  12925848   3762229  20138486
   6.30436   6.30453    0.0143  12931748   3763689  20144086
   6.30422   6.30438    0.0143  12916648   3759839  20132886
   6.30408   6.30423    0.0143  12934748   3765069  20166986
   6.30394   6.30409    0.0143  12904848   3756309  20108786
   6.30381   6.30395    0.0143  12936848   3765819  20160486
   6.30367   6.30381    0.0143  12905548   3757139  20118086
   6.30353   6.30366    0.0143  12923848   3762729  20149786
   6.30339   6.30353    0.0143  12901348   3757059  20120986
   6.30325   6.30339    0.0143  12927248   3763179  20146786
   6.30311   6.30325    0.0143  12915448   3759209  20139186
   6.30297   6.30311    0.0143  12905448   3757329  20123886
   6.30283   6.30298    0.0143  12910048   3759019  20139686
   6.30269   6.30284    0.0143  12905048   3757189  20118886
   6.30256   6.30271    0.0143  12895048   3756429  20120086
   6.30242   6.30257    0.0143  12888548   3753279  20109386
   6.30228   6.30244    0.0143  12887348   3755059  20115586
   6.30214   6.30231    0.0143  12888648   3756369  20118186
   6.30200   6.30218    0.0143  12864748   3748749  20077886
   6.30186   6.30205    0.0143  12883548   3754039  20108386
   6.30172   6.30192    0.0143  12857448   3746539  20070986
   6.30158   6.30179    0.0143  12877048   3751959  20108786
   6.30144   6.30166    0.0143  12853048   3745679  20063586
   6.30131   6.30152    0.0143  12874248   3750699  20103486
   6.30117   6.30139    0.0143  12829748   3739799  20046186
   6.30103   6.30126    0.0143  12842348   3741939  20059686
   6.30089   6.30112    0.0143  12829548   3739929  20043786
   6.30075   6.30098    0.0143  12830248   3741459  20046886
   6.30061   6.30084    0.0143  12819848   3738159  20037886
   6.30047   6.30070    0.0143  12817148   3738729  20033086
   6.30033   6.30056    0.0143  12807048   3734199  20016586
   6.30019   6.30042    0.0143  12793048   3729969  19996086
   6.30006   6.30027    0.0143  12786048   3729609  19990686
   6.29992   6.30013    0.0143  12802248   3734259  20011086
   6.29978   6.29999    0.0143  12786448   3730599  19993286
   6.29964   6.29984    0.0143  12782048   3728079  19992286
   6.29950   6.29970    0.0143  12747348   3719389  19937986
   6.29936   6.29956    0.0143  12756648   3723189  19959986
   6.29922   6.29941    0.0143  12727748   3712459  19914186
   6.29908   6.29928    0.0143  12757748   3723039  19953786
   6.29894   6.29914    0.0143  12721348   3713969  19908786
   6.29881   6.29900    0.0143  12723248   3714159  19913886
   6.29867   6.29886    0.0143  12688848   3703509  19859486
   6.29853   6.29873    0.0143  12689548   3705549  19866086
   6.29839   6.29859    0.0143  12676048   3700359  19848486
   6.29825   6.29846    0.0143  12668148   3699549  19836486
   6.29811   6.29833    0.0143  12667348   3698029  19838886
   6.29797   6.29819    0.0143  12646248   3693429  19804986
   6.29783   6.29806    0.0143  12626148   3686269  19770686
   6.29769   6.29793    0.0143  12612648   3683919  19759586
   6.29756   6.29779    0.0143  12604548   3682539  19755686
   6.29742   6.29766    0.0143  12612048   3683919  19750786
   6.29728   6.29753    0.0143  12586448   3677809  19723486
   6.29714   6.29739    0.0143  12600548   3680979  19743286
   6.29700   6.29726    0.0143  12564748   3670819  19685886
   6.29686   6.29713    0.0143  12586648   3677179  19727586
   6.29672   6.29699    0.0143  12563448   3671759  19698686
   6.29658   6.29685    0.0143  12591648   3681909  19752086
   6.29644   6.29672    0.0143  12564848   3671889  19702386
   6.29631   6.29658    0.0143  12584748   3680539  19744086
   6.29617   6.29644    0.0143  12558148   3672519  19706886
   6.29603   6.29630    0.0143  12574048   3674469  19718286
   6.29589   6.29616    0.0143  12563348   3671949  19706086
   6.29575   6.29602    0.0143  12564448   3673839  19718486
   6.29561   6.29589    0.0143  12558448   3673229  19711786
   6.29547   6.29574    0.0143  12543348   3668799  19688986
   6.29533   6.29560    0.0143  12546648   3668489  19693186
   6.29519   6.29546    0.0143  12545448   3669049  19696086
   6.29506   6.29531    0.0143  12534648   3665709  19675886
   6.29492   6.29517    0.0143  12544948   3668759  19692586
   6.29478   6.29502    0.0143  12510448   3661489  19655186
   6.29464   6.29488    0.0143  12535348   3667039  19675986
   6.29450   6.29473    0.0143  12492448   3653739  19618886
   6.29436   6.29458    0.0143  12522548   3664329  19673686
   6.29422   6.29444    0.0143  12486748   3654459  19624886
   6.29408   6.29429    0.0143  12507348   3660299  19646986
   6.29394   6.29415    0.0143  12483848   3653869  19620186
   6.29381   6.29400    0.0143  12495648   3657339  19632086
   6.29367   6.29386    0.0143  12474948   3650029  19605386
   6.29353   6.29372    0.0143  12467148   3650049  19604386
   6.29339   6.29358    0.0143  12467448   3650089  19597186
   6.29325   6.29344    0.0143  12449148   3645929  19584086
   6.29311   6.29330    0.0143  12449848   3644609  19577986
   6.29297   6.29316    0.0143  12447748   3645179  19581486
   6.29283   6.29303    0.0143  12430348   3642279  19557186
   6.29269   6.29290    0.0143  12431348   3640909  19557386
   6.29256   6.29276    0.0143  12411348   3638309  19533186
   6.29242   6.29262    0.0143  12427748   3640639  19560386
   6.29228   6.29249    0.0143  12389448   3630879  19504886
   6.29214   6.29236    0.0143  12413048   3637179  19538986
   6.29200   6.29223    0.0143  12383748   3628129  19501186
   6.29186   6.29209    0.0143  12415148   3637679  19537786
   6.29172   6.29196    0.0143  12363148   3624449  19462486
   6.29158   6.29183    0.0143  12393348   3631319  19508786
   6.29144   6.29170    0.0143  12371948   3625209  19482186
   6.29131   6.29157    0.0143  12357848   3623089  19471086
   6.29117   6.29143    0.0143  12355148   3622309  19456786
   6.29103   6.29130    0.0143  12354348   3623249  19464386
   6.29089   6.29116    0.0143  12348348   3621989  19463486
   6.29075   6.29102    0.0143  12336048   3617199  19435286
   6.29061   6.29088    0.0143  12337848   3617799  19438786
   6.29047   6.29074    0.0143  12326448   3614809  19427886
   6.29033   6.29060    0.0143  12301148   3607059  19391786
   6.29019   6.29045    0.0143  12317148   3612979  19411486
   6.29006   6.29031    0.0143  12292848   3607189  19386386
   6.28992   6.29016    0.0143  12302248   3608199  19393986
   6.28978   6.29001    0.0143  12258048   3596189  19327286
   6.28964   6.28987    0.0143  12295448   3604669  19377686
   6.28950   6.28972    0.0143  12241548   3593389  19314486
   6.28936   6.28958    0.0143  12258648   3597799  19335186
   6.28922   6.28944    0.0143  12234248   3591879  19302886
   6.28908   6.28930    0.0143  12236648   3592849  19312986
   6.28894   6.28916    0.0143  12214048   3583369  19270386
   6.28881   6.28902    0.0143  12214248   3585829  19276186
   6.28867   6.28888    0.0143  12209748   3584379  19269786
   6.28853   6.28875    0.0143  12200248   3580729  19248986
   6.28839   6.28861    0.0143  12189948   3578859  19240386
   6.28825   6.28847    0.0143  12203248   3581799  19260286
   6.28811   6.28834    0.0143  12191148   3580479  19254386
   6.28797   6.28820    0.0143  12194048   3580599  19261486
   6.28783   6.28807    0.0143  12191248   3581109  19258386
   6.28769   6.28794    0.0143  12213448   3587409  19290386
   6.28756   6.28780    0.0143  12182848   3578359  19244686
   6.28742   6.28767    0.0143  12216248   3587089  19303486
   6.28728   6.28754    0.0143  12186648   3579279  19261786
   6.28714   6.28740    0.0143  12205148   3586779  19294586
   6.28700   6.28726    0.0143  12168448   3575809  19233686
   6.28686   6.28713    0.0143  12196848   3584789  19289086
   6.28672   6.28699    0.0143  12181448   3580219  19261586
   6.28658   6.28685    0.0143  12184348   3580539  19271386
   6.28644   6.28672    0.0143  12174648   3577329  19249786
   6.28631   6.28658    0.0143  12175548   3579909  19256986
   6.28617   6.28644    0.0143  12157648   3574449  19227186
   6.28603   6.28630    0.0143  12161448   3574739  19238786
   6.28589   6.28616    0.0143  12164148   3576699  19252886
   6.28575   6.28602    0.0143  12150748   3573479  19228886
   6.28561   6.28588    0.0143  12130548   3568189  19205686
   6.28547   6.28573    0.0143  12140448   3572059  19219286
   6.28533   6.28559    0.0143  12113748   3563719  19173686
   6.28519   6.28545    0.0143  12138548   3568689  19205586
   6.28506   6.28530    0.0143  12102948   3559999  19162286
   6.28492   6.28515    0.0143  12128048   3568949  19207186
   6.28478   6.28501    0.0143  12080548   3554269  19134386
   6.28464   6.28486    0.0143  12090648   3558329  19158186
   6.28450   6.28471    0.0143  12069948   3554329  19123786
   6.28436   6.28456    0.0143  12082348   3556469  19147886
   6.28422   6.28442    0.0143  12047848   3546519  19094186
   6.28408   6.28427    0.0143  12057048   3549539  19103186
   6.28394   6.28413    0.0143  12045948   3545789  19089786
   6.28381   6.28398    0.0143  12029048   3541039  19067486
   6.28367   6.28384    0.0143  12017748   3537379  19041086
   6.28353   6.28370    0.0143  12015848   3538079  19057786
   6.28339   6.28356    0.0143  12002348   3535239  19035486
   6.28325   6.28342    0.0143  11999348   3533439  19022286
   6.28311   6.28328    0.0143  11980948   3528559  19011886
   6.28297   6.28314    0.0143  11985848   3529949  19017486
   6.28283   6.28301    0.0143  11945148   3517979  18943186
   6.28269   6.28287    0.0143  11972248   3525919  18993486
   6.28256   6.28274    0.0143  11926348   3514729  18924886
   6.28242   6.28260    0.0143  11951248   3519739  18965186
   6.28228   6.28247    0.0143  11911748   3508399  18891386
   6.28214   6.28234    0.0143  11930848   3515709  18944686
   6.28200   6.28220    0.0143  11889348   3504249  18873186
   6.28186   6.28207    0.0143  11886448   3503839  18869286
   6.28172   6.28194    0.0143  11877648   3500469  18866586
   6.28158   6.28181    0.0143  11871948   3498199  18856986
   6.28144   6.28168    0.0143  11857248   3494479  18839986
   6.28131   6.28155    0.0143  11838248   3489879  18804586
   6.28117   6.28141    0.0143  11829848   3488049  18793586
   6.28103   6.28128    0.0143  11808248   3480969  18757786
   6.28089   6.28114    0.0143  11783648   3474699  18728886
   6.28075   6.28100    0.0143  11799548   3478419  18746786
   6.28061   6.28086    0.0143  11762948   3468399  18688286
   6.28047   6.28072    0.0143  11766548   3470409  18695486
   6.28033   6.28058    0.0143  11727848   3458729  18641186
   6.28019   6.28043    0.0143  11750448   3464369  18671886
   6.28006   6.28029    0.0143  11700148   3450189  18598186
   6.27992   6.28015    0.0143  11713748   3455549  18631386
   6.27978   6.28000    0.0143  11685448   3447359  18585386
   6.27964   6.27986    0.0143  11686848   3448209  18595986
   6.27950   6.27971    0.0143  11664048   3440359  18544386
   6.27936   6.27957    0.0143  11678648   3446409  18581886
   6.27922   6.27943    0.0143  11671748   3445659  18568086
   6.27908   6.27929    0.0143  11670848   3444329  18575086
   6.27894   6.27915    0.0143  11670448   3446099  18577886
   6.27881   6.27901    0.0143  11680048   3445689  18585086
   6.27867   6.27888    0.0143  11663848   3442569  18568186
   6.27853   6.27874    0.0143  11681348   3447359  18588486
   6.27839   6.27860    0.0143  11664648   3444769  18569786
   6.27825   6.27847    0.0143  11680048   3448489  18601286
   6.27811   6.27834    0.0143  11640648   3436739  18527586
   6.27797   6.27820    0.0143  11672548   3447549  18592586
   6.27783   6.27807    0.0143  11639448   3436139  18536086
   6.27769   6.27794    0.0143  11666448   3444269  18578086
   6.27756   6.27781    0.0143  11636448   3436389  18536786
   6.27742   6.27767    0.0143  11661348   3444299  18576086
   6.27728   6.27754    0.0143  11618248   3432489  18515986
   6.27714   6.27740    0.0143  11627648   3436269  18535886
   6.27700   6.27727    0.0143  11621848   3433429  18527386
   6.27686   6.27714    0.0143  11627348   3436139  18540286
   6.27672   6.27700    0.0143  11603748   3429059  18506486
   6.27658   6.27686    0.0143  11606948   3430599  18511886
   6.27644   6.27672    0.0143  11594948   3425559  18495186
   6.27631   6.27658    0.0143  11589448   3424419  18477686
   6.27617   6.27644    0.0143  11568748   3420459  18454286
   6.27603   6.27631    0.0143  11594948   3427009  18492086
   6.27589   6.27617    0.0143  11556248   3415579  18441986
   6.27575   6.27603    0.0143  11570748   3420579  18462686
   6.27561   6.27588    0.0143  11542848   3411819  18422986
   6.27547   6.27574    0.0143  11563048   3419129  18458786
   6.27533   6.27560    0.0143  11527948   3408669  18408686
   6.27519   6.27546    0.0143  11551348   3416139  18445186
   6.27506   6.27531    0.0143  11511148   3406469  18390086
   6.27492   6.27517    0.0143  11515548   3405969  18392686
   6.27478   6.27502    0.0143  11496248   3399159  18355186
   6.27464   6.27487    0.0143  11514848   3406849  18393186
   6.27450   6.27473    0.0143  11494548   3401969  18365286
   6.27436   6.27458    0.0143  11486948   3398909  18349286
   6.27422   6.27443    0.0143  11482748   3399349  18343186
   6.27408   6.27429    0.0143  11476948   3394879  18340986
   6.27394   6.27415    0.0143  11444748   3388959  18295986
   6.27381   6.27400    0.0143  11467448   3394349  18320986
   6.27367   6.27386    0.0143  11456748   3392169  18316386
   6.27353   6.27372    0.0143  11455748   3391409  18311486
   6.27339   6.27358    0.0143  11430248   3382279  18264986
   6.27325   6.27344    0.0143  11444048   3387069  18299186
   6.27311   6.27330    0.0143  11409048   3378369  18247286
   6.27297   6.27316    0.0143  11428348   3384519  18278386
   6.27283   6.27303    0.0143  11404648   3377739  18239986
   6.27269   6.27289    0.0143  11425948   3383099  18277286
   6.27256   6.27276    0.0143  11376948   3370309  18205386
   6.27242   6.27263    0.0143  11388948   3373459  18232686
   6.27228   6.27249    0.0143  11372948   3368829  18202586
   6.27214   6.27236    0.0143  11377948   3370309  18204186
   6.27200   6.27223    0.0143  11361248   3364949  18188186
   6.27186   6.27210    0.0143  11354348   3365019  18180986
   6.27172   6.27197    0.0143  11331448   3357519  18144786
   6.27158   6.27184    0.0143  11323648   3354409  18122186
   6.27144   6.27171    0.0143  11326348   3354999  18132886
   6.27131   6.27157    0.0143  11327648   3356449  18144186
   6.27117   6.27144    0.0143  11303248   3349579  18095886
   6.27103   6.27131    0.0143  11316348   3353299  18128786
   6.27089   6.27117    0.0143  11284348   3344769  18077186
   6.27075   6.27103    0.0143  11297148   3350399  18106686
   6.27061   6.27090    0.0143  11270448   3340819  18056886
   6.27047   6.27075    0.0143  11312648   3353799  18131186
   6.27033   6.27061    0.0143  11273648   3343409  18073486
   6.27019   6.27047    0.0143  11293948   3349639  18100186
   6.27006   6.27032    0.0143  11278648   3344389  18070986
   6.26992   6.27018    0.0143  11293448   3350079  18105486
