   9809     AichiSR  BL5S1
 200911-Y2O3-1   20.09.11 09:12 - 20.09.11 09:13
                                                                                 
 Ring :   1.2 GeV   301.8 mA -  301.4 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle=  6.67855 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 3783
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1       16740.16  18140.16        0.37       0.01      3785
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  5552.300  9521.500  8214.200
   6.52103   6.52114    0.0143  16739948   4314619  21661186
   6.52089   6.52100    0.0143  16725448   4312219  21650286
   6.52075   6.52086    0.0143  16735548   4313799  21649186
   6.52061   6.52072    0.0143  16737948   4315059  21663086
   6.52047   6.52058    0.0143  16721548   4311889  21641986
   6.52033   6.52043    0.0143  16705548   4308189  21629686
   6.52019   6.52029    0.0143  16729048   4313799  21660086
   6.52006   6.52014    0.0143  16707148   4308439  21642486
   6.51992   6.52000    0.0143  16727548   4315119  21657386
   6.51978   6.51986    0.0143  16692848   4306529  21625686
   6.51964   6.51972    0.0143  16731848   4316629  21672786
   6.51950   6.51957    0.0143  16692648   4305859  21627386
   6.51936   6.51943    0.0143  16712248   4313229  21663386
   6.51922   6.51929    0.0143  16706648   4310389  21654186
   6.51908   6.51915    0.0143  16700748   4310189  21646786
   6.51894   6.51902    0.0143  16701148   4310139  21642786
   6.51881   6.51888    0.0143  16698848   4310579  21646186
   6.51867   6.51874    0.0143  16703848   4311279  21659686
   6.51853   6.51860    0.0143  16679548   4306489  21623686
   6.51839   6.51847    0.0143  16688048   4308439  21649986
   6.51825   6.51834    0.0143  16696148   4310819  21659586
   6.51811   6.51821    0.0143  16685748   4305609  21630486
   6.51797   6.51807    0.0143  16699248   4309639  21655786
   6.51783   6.51794    0.0143  16678848   4306169  21635486
   6.51769   6.51780    0.0143  16686348   4307059  21643686
   6.51756   6.51767    0.0143  16640248   4295509  21592986
   6.51742   6.51754    0.0143  16674348   4304849  21628886
   6.51728   6.51740    0.0143  16646948   4297609  21596186
   6.51714   6.51727    0.0143  16654248   4299749  21609586
   6.51700   6.51713    0.0143  16634448   4294199  21586886
   6.51686   6.51700    0.0143  16648748   4296829  21598486
   6.51672   6.51686    0.0143  16628248   4290989  21570086
   6.51658   6.51672    0.0143  16627448   4291809  21574686
   6.51644   6.51658    0.0143  16631548   4293699  21582386
   6.51631   6.51644    0.0143  16622448   4290419  21569686
   6.51617   6.51630    0.0143  16616548   4291159  21573986
   6.51603   6.51616    0.0143  16625748   4290359  21572986
   6.51589   6.51602    0.0143  16620248   4292249  21573486
   6.51575   6.51588    0.0143  16627548   4290799  21573486
   6.51561   6.51574    0.0143  16609348   4289289  21563086
   6.51547   6.51560    0.0143  16650148   4297329  21615286
   6.51533   6.51545    0.0143  16617848   4291049  21575086
   6.51519   6.51531    0.0143  16672248   4301889  21632286
   6.51506   6.51516    0.0143  16641148   4296409  21601986
   6.51492   6.51501    0.0143  16671348   4302459  21637086
   6.51478   6.51486    0.0143  16635548   4292059  21592486
   6.51464   6.51472    0.0143  16647248   4299349  21619186
   6.51450   6.51457    0.0143  16659148   4299679  21624586
   6.51436   6.51442    0.0143  16662748   4299049  21620686
   6.51422   6.51428    0.0143  16667948   4302519  21632586
   6.51408   6.51413    0.0143  16650548   4297859  21623386
   6.51394   6.51399    0.0143  16644248   4295509  21606786
   6.51381   6.51384    0.0143  16647848   4294769  21597886
   6.51367   6.51370    0.0143  16660148   4298489  21632086
   6.51353   6.51356    0.0143  16671248   4303019  21643386
   6.51339   6.51342    0.0143  16650648   4296159  21612886
   6.51325   6.51328    0.0143  16670848   4300669  21635886
   6.51311   6.51314    0.0143  16636448   4293259  21603286
   6.51297   6.51301    0.0143  16646048   4296219  21617786
   6.51283   6.51287    0.0143  16624948   4290739  21592386
   6.51269   6.51273    0.0143  16672548   4300879  21646386
   6.51256   6.51260    0.0143  16629548   4290739  21591886
   6.51242   6.51247    0.0143  16637848   4293739  21610486
   6.51228   6.51233    0.0143  16616748   4287779  21579686
   6.51214   6.51220    0.0143  16629148   4291309  21603286
   6.51200   6.51207    0.0143  16622248   4290549  21593986
   6.51186   6.51194    0.0143  16625548   4289789  21600186
   6.51172   6.51181    0.0143  16635648   4292229  21606586
   6.51158   6.51167    0.0143  16611248   4285069  21578986
   6.51144   6.51154    0.0143  16600048   4284879  21570786
   6.51131   6.51141    0.0143  16605948   4284939  21571686
   6.51117   6.51127    0.0143  16593748   4281479  21554586
   6.51103   6.51113    0.0143  16618448   4287249  21582386
   6.51089   6.51100    0.0143  16582748   4281099  21563386
   6.51075   6.51086    0.0143  16616548   4288159  21594986
   6.51061   6.51071    0.0143  16550048   4272149  21518586
   6.51047   6.51057    0.0143  16600148   4285819  21584786
   6.51033   6.51043    0.0143  16581148   4280069  21557786
   6.51019   6.51028    0.0143  16598348   4283809  21575086
   6.51006   6.51014    0.0143  16567648   4278009  21546286
   6.50992   6.50999    0.0143  16569748   4277129  21542486
   6.50978   6.50985    0.0143  16572948   4278329  21549586
   6.50964   6.50970    0.0143  16551948   4272149  21521786
   6.50950   6.50956    0.0143  16563848   4277739  21541086
   6.50936   6.50942    0.0143  16568848   4276059  21545586
   6.50922   6.50928    0.0143  16541748   4272969  21530386
   6.50908   6.50914    0.0143  16535648   4270579  21512186
   6.50894   6.50900    0.0143  16532548   4269819  21510386
   6.50881   6.50886    0.0143  16538048   4272949  21527586
   6.50867   6.50872    0.0143  16515648   4266739  21499486
   6.50853   6.50859    0.0143  16537648   4274609  21531386
   6.50839   6.50845    0.0143  16496848   4260179  21467386
   6.50825   6.50832    0.0143  16508748   4264779  21493586
   6.50811   6.50818    0.0143  16469348   4255879  21459186
   6.50797   6.50805    0.0143  16500048   4264659  21508586
   6.50783   6.50792    0.0143  16470848   4257599  21459786
   6.50769   6.50778    0.0143  16487948   4261879  21484586
   6.50756   6.50765    0.0143  16486148   4261129  21475586
   6.50742   6.50751    0.0143  16471148   4258019  21463486
   6.50728   6.50738    0.0143  16467048   4258919  21464186
   6.50714   6.50724    0.0143  16478948   4260939  21475286
   6.50700   6.50710    0.0143  16491748   4265849  21508486
   6.50686   6.50697    0.0143  16488848   4265289  21504886
   6.50672   6.50683    0.0143  16506848   4269129  21530286
   6.50658   6.50669    0.0143  16515248   4272829  21533886
   6.50644   6.50655    0.0143  16494248   4267739  21512686
   6.50631   6.50641    0.0143  16524748   4275619  21560886
   6.50617   6.50627    0.0143  16511848   4272659  21538286
   6.50603   6.50613    0.0143  16553348   4282929  21600586
   6.50589   6.50599    0.0143  16510048   4273709  21549786
   6.50575   6.50585    0.0143  16545048   4283049  21599786
   6.50561   6.50571    0.0143  16536648   4281229  21594486
   6.50547   6.50556    0.0143  16536948   4280969  21592686
   6.50533   6.50542    0.0143  16546548   4284499  21605286
   6.50519   6.50527    0.0143  16545448   4283849  21598986
   6.50506   6.50512    0.0143  16536548   4283679  21602386
   6.50492   6.50498    0.0143  16532448   4281479  21596986
   6.50478   6.50483    0.0143  16552648   4286899  21615086
   6.50464   6.50468    0.0143  16545748   4287019  21625886
   6.50450   6.50453    0.0143  16535548   4284039  21609786
   6.50436   6.50438    0.0143  16554048   4290109  21642286
   6.50422   6.50424    0.0143  16536848   4285889  21620886
   6.50408   6.50409    0.0143  16545748   4288159  21641186
   6.50394   6.50395    0.0143  16521848   4282419  21612186
   6.50381   6.50381    0.0143  16553748   4290109  21642086
   6.50367   6.50367    0.0143  16524148   4281709  21612386
   6.50353   6.50353    0.0143  16540648   4286899  21633286
   6.50339   6.50339    0.0143  16525248   4282929  21617586
   6.50325   6.50325    0.0143  16539948   4288659  21645086
   6.50311   6.50311    0.0143  16505848   4279779  21598886
   6.50297   6.50298    0.0143  16513248   4283289  21619186
   6.50283   6.50284    0.0143  16533948   4288409  21648386
   6.50269   6.50271    0.0143  16513248   4283239  21622786
   6.50256   6.50257    0.0143  16514948   4283559  21620586
   6.50242   6.50244    0.0143  16504648   4280409  21605486
   6.50228   6.50231    0.0143  16506448   4283159  21623986
   6.50214   6.50218    0.0143  16509048   4283299  21622686
   6.50200   6.50205    0.0143  16493248   4279269  21604486
   6.50186   6.50191    0.0143  16512148   4284499  21631586
   6.50172   6.50178    0.0143  16478648   4276629  21595486
   6.50158   6.50165    0.0143  16512048   4285509  21641086
   6.50144   6.50152    0.0143  16482948   4278119  21610386
   6.50131   6.50139    0.0143  16507948   4285949  21655486
   6.50117   6.50125    0.0143  16460048   4273099  21578086
   6.50103   6.50111    0.0143  16495648   4283679  21633386
   6.50089   6.50097    0.0143  16469748   4277819  21611586
   6.50075   6.50084    0.0143  16475248   4278059  21610386
   6.50061   6.50069    0.0143  16465348   4277319  21605486
   6.50047   6.50055    0.0143  16446748   4274479  21591586
   6.50033   6.50041    0.0143  16445848   4272529  21579986
   6.50019   6.50026    0.0143  16442548   4271709  21577586
   6.50006   6.50012    0.0143  16444948   4274839  21599486
   6.49992   6.49997    0.0143  16445248   4275179  21591686
   6.49978   6.49983    0.0143  16420248   4268749  21568886
   6.49964   6.49969    0.0143  16417348   4269319  21576386
   6.49950   6.49955    0.0143  16396648   4266359  21548486
   6.49936   6.49940    0.0143  16412448   4268919  21565586
   6.49922   6.49926    0.0143  16390748   4264969  21548386
   6.49908   6.49912    0.0143  16434048   4276189  21608286
   6.49894   6.49899    0.0143  16369148   4259929  21526386
   6.49881   6.49885    0.0143  16401348   4268559  21571286
   6.49867   6.49871    0.0143  16366848   4261619  21535086
   6.49853   6.49858    0.0143  16402848   4270199  21588186
   6.49839   6.49844    0.0143  16406448   4270639  21585586
   6.49825   6.49831    0.0143  16415348   4274359  21610586
   6.49811   6.49818    0.0143  16423448   4276999  21613186
   6.49797   6.49804    0.0143  16414948   4275109  21605386
   6.49783   6.49791    0.0143  16421048   4280579  21641886
   6.49769   6.49777    0.0143  16440348   4285379  21668486
   6.49756   6.49764    0.0143  16446648   4286449  21667186
   6.49742   6.49751    0.0143  16453348   4289039  21690786
   6.49728   6.49738    0.0143  16433848   4285949  21671786
   6.49714   6.49724    0.0143  16461748   4292919  21697786
   6.49700   6.49710    0.0143  16427148   4284939  21674386
   6.49686   6.49697    0.0143  16475248   4300379  21741786
   6.49672   6.49683    0.0143  16449748   4293129  21705286
   6.49658   6.49669    0.0143  16467148   4297609  21734186
   6.49644   6.49656    0.0143  16438648   4291789  21705386
   6.49631   6.49641    0.0143  16451348   4297859  21731686
   6.49617   6.49628    0.0143  16439448   4294899  21721086
   6.49603   6.49614    0.0143  16442248   4296349  21727386
   6.49589   6.49599    0.0143  16454048   4299499  21748586
   6.49575   6.49585    0.0143  16447248   4298279  21737686
   6.49561   6.49571    0.0143  16445748   4297159  21740686
   6.49547   6.49557    0.0143  16425948   4294199  21728586
   6.49533   6.49542    0.0143  16433248   4297349  21746386
   6.49519   6.49528    0.0143  16433248   4296159  21736386
   6.49506   6.49513    0.0143  16422448   4294639  21740386
   6.49492   6.49499    0.0143  16443248   4302309  21769886
   6.49478   6.49484    0.0143  16406648   4294009  21724286
   6.49464   6.49469    0.0143  16422248   4297609  21754686
   6.49450   6.49454    0.0143  16391948   4290739  21717886
   6.49436   6.49440    0.0143  16432948   4302199  21764386
   6.49422   6.49425    0.0143  16390048   4290659  21720686
   6.49408   6.49411    0.0143  16406948   4297979  21758986
   6.49394   6.49397    0.0143  16398748   4295589  21742386
   6.49381   6.49382    0.0143  16401748   4295149  21741286
   6.49367   6.49368    0.0143  16395548   4295589  21745986
   6.49353   6.49354    0.0143  16401548   4296449  21754586
   6.49339   6.49340    0.0143  16413048   4299239  21766986
   6.49325   6.49327    0.0143  16388748   4293639  21738186
   6.49311   6.49313    0.0143  16401148   4298109  21755886
   6.49297   6.49300    0.0143  16399648   4298739  21765586
   6.49283   6.49286    0.0143  16374948   4292689  21736986
   6.49269   6.49273    0.0143  16390048   4296069  21750086
   6.49256   6.49259    0.0143  16379948   4294139  21752586
   6.49242   6.49246    0.0143  16398448   4300499  21778886
   6.49228   6.49233    0.0143  16366948   4293509  21739486
   6.49214   6.49220    0.0143  16395248   4300249  21781586
   6.49200   6.49207    0.0143  16361948   4291099  21733686
   6.49186   6.49194    0.0143  16387448   4297789  21765486
   6.49172   6.49181    0.0143  16368348   4293699  21746086
   6.49158   6.49168    0.0143  16384248   4297669  21768386
   6.49144   6.49155    0.0143  16352448   4289729  21726286
   6.49131   6.49141    0.0143  16351148   4289519  21727186
   6.49117   6.49128    0.0143  16351248   4290489  21728486
   6.49103   6.49114    0.0143  16353548   4289289  21731686
   6.49089   6.49100    0.0143  16336948   4288789  21716386
   6.49075   6.49086    0.0143  16338048   4285699  21712786
   6.49061   6.49072    0.0143  16327848   4284169  21706686
   6.49047   6.49058    0.0143  16317848   4282419  21691186
   6.49033   6.49044    0.0143  16303948   4280529  21692086
   6.49019   6.49030    0.0143  16335748   4286959  21721286
   6.49006   6.49015    0.0143  16308748   4279079  21674686
   6.48992   6.49001    0.0143  16331848   4284689  21713086
   6.48978   6.48986    0.0143  16294248   4277179  21668186
   6.48964   6.48972    0.0143  16337848   4286079  21724186
   6.48950   6.48958    0.0143  16305248   4278769  21684186
   6.48936   6.48944    0.0143  16344948   4290359  21740886
   6.48922   6.48930    0.0143  16346648   4288849  21733186
   6.48908   6.48916    0.0143  16346248   4288959  21741286
   6.48894   6.48902    0.0143  16347148   4289979  21740086
   6.48881   6.48888    0.0143  16355448   4291939  21752286
   6.48867   6.48875    0.0143  16372748   4295269  21773586
   6.48853   6.48861    0.0143  16361548   4292819  21761586
   6.48839   6.48848    0.0143  16371148   4295509  21774686
   6.48825   6.48834    0.0143  16368448   4294199  21774186
   6.48811   6.48821    0.0143  16346648   4288279  21744586
   6.48797   6.48808    0.0143  16379348   4296469  21785286
   6.48783   6.48795    0.0143  16373348   4295399  21782486
   6.48769   6.48781    0.0143  16388648   4298719  21794186
   6.48756   6.48768    0.0143  16360948   4289229  21750086
   6.48742   6.48755    0.0143  16388848   4298679  21789586
   6.48728   6.48741    0.0143  16360448   4289979  21758486
   6.48714   6.48728    0.0143  16384748   4296469  21789786
   6.48700   6.48714    0.0143  16371948   4293299  21772786
   6.48686   6.48700    0.0143  16398848   4299369  21799886
   6.48672   6.48687    0.0143  16361548   4289859  21757886
   6.48658   6.48673    0.0143  16351648   4287149  21739386
   6.48644   6.48659    0.0143  16367548   4290679  21765986
   6.48631   6.48645    0.0143  16359248   4288469  21757586
   6.48617   6.48631    0.0143  16370248   4290779  21776386
   6.48603   6.48617    0.0143  16373548   4292119  21778686
   6.48589   6.48603    0.0143  16353248   4286519  21751786
   6.48575   6.48588    0.0143  16344448   4282669  21729886
   6.48561   6.48574    0.0143  16337948   4281599  21727586
   6.48547   6.48559    0.0143  16375148   4291659  21776486
   6.48533   6.48545    0.0143  16332148   4280409  21719086
   6.48519   6.48531    0.0143  16360748   4288089  21759886
   6.48506   6.48516    0.0143  16324548   4277189  21710386
   6.48492   6.48501    0.0143  16334548   4282169  21732886
   6.48478   6.48486    0.0143  16312048   4274279  21699686
   6.48464   6.48471    0.0143  16336648   4282739  21733086
   6.48450   6.48456    0.0143  16333948   4281289  21732186
   6.48436   6.48442    0.0143  16317148   4278009  21707286
   6.48422   6.48427    0.0143  16322348   4276439  21712186
   6.48408   6.48413    0.0143  16313048   4277069  21710386
   6.48394   6.48398    0.0143  16309248   4273839  21693986
   6.48381   6.48384    0.0143  16307248   4274739  21700886
   6.48367   6.48370    0.0143  16310548   4276059  21707586
   6.48353   6.48355    0.0143  16307148   4275179  21705286
   6.48339   6.48341    0.0143  16280748   4267739  21662686
   6.48325   6.48328    0.0143  16297348   4272199  21686686
   6.48311   6.48314    0.0143  16290448   4269259  21686586
   6.48297   6.48301    0.0143  16303148   4273729  21695086
   6.48283   6.48287    0.0143  16269048   4266359  21666286
   6.48269   6.48273    0.0143  16295948   4272219  21693086
   6.48256   6.48260    0.0143  16242748   4259599  21629386
   6.48242   6.48247    0.0143  16271748   4265539  21662786
   6.48228   6.48233    0.0143  16255248   4262009  21644486
   6.48214   6.48220    0.0143  16264848   4264659  21668286
   6.48200   6.48207    0.0143  16227548   4256209  21625686
   6.48186   6.48194    0.0143  16222448   4255759  21612886
   6.48172   6.48181    0.0143  16228948   4254769  21618986
   6.48158   6.48168    0.0143  16215448   4254069  21606786
   6.48144   6.48155    0.0143  16232048   4256469  21625286
   6.48131   6.48141    0.0143  16223548   4255769  21625786
   6.48117   6.48127    0.0143  16205748   4251739  21590486
   6.48103   6.48114    0.0143  16198148   4249579  21590786
   6.48089   6.48100    0.0143  16188148   4248339  21587486
   6.48075   6.48086    0.0143  16230748   4258479  21643786
   6.48061   6.48072    0.0143  16210348   4252749  21609186
   6.48047   6.48057    0.0143  16245048   4263019  21660386
   6.48033   6.48043    0.0143  16219648   4256009  21620886
   6.48019   6.48028    0.0143  16233948   4260249  21644686
   6.48006   6.48014    0.0143  16217748   4257409  21638486
   6.47992   6.47999    0.0143  16258648   4267549  21690586
   6.47978   6.47985    0.0143  16259848   4267489  21694186
   6.47964   6.47971    0.0143  16249248   4265959  21681586
   6.47950   6.47956    0.0143  16258348   4266289  21696486
   6.47936   6.47942    0.0143  16247348   4265539  21689486
   6.47922   6.47928    0.0143  16250148   4265729  21680586
   6.47908   6.47914    0.0143  16259048   4268939  21694386
   6.47894   6.47900    0.0143  16281348   4272829  21725986
   6.47881   6.47886    0.0143  16275948   4272089  21722686
   6.47867   6.47873    0.0143  16251848   4266799  21700386
   6.47853   6.47859    0.0143  16281448   4272969  21732086
   6.47839   6.47845    0.0143  16249848   4270259  21709586
   6.47825   6.47832    0.0143  16285648   4278329  21755286
   6.47811   6.47819    0.0143  16265248   4273079  21732986
   6.47797   6.47805    0.0143  16297748   4281539  21776786
   6.47783   6.47792    0.0143  16256448   4268559  21715486
   6.47769   6.47779    0.0143  16281248   4275999  21743486
   6.47756   6.47765    0.0143  16278048   4275929  21743786
   6.47742   6.47752    0.0143  16282948   4278439  21768486
   6.47728   6.47738    0.0143  16278948   4278079  21762986
   6.47714   6.47725    0.0143  16269548   4276499  21753786
   6.47700   6.47711    0.0143  16287248   4280659  21785386
   6.47686   6.47697    0.0143  16266348   4277449  21753986
   6.47672   6.47683    0.0143  16287348   4281709  21785986
   6.47658   6.47669    0.0143  16284748   4284879  21802386
   6.47644   6.47656    0.0143  16270348   4280029  21772286
   6.47631   6.47642    0.0143  16271048   4281039  21776986
   6.47617   6.47628    0.0143  16262548   4277259  21770486
   6.47603   6.47614    0.0143  16288448   4286619  21810786
   6.47589   6.47599    0.0143  16264248   4278329  21774686
   6.47575   6.47585    0.0143  16302848   4290169  21833586
   6.47561   6.47571    0.0143  16268448   4281789  21796786
   6.47547   6.47557    0.0143  16265848   4281979  21797886
   6.47533   6.47542    0.0143  16254148   4281919  21794886
   6.47519   6.47527    0.0143  16278648   4286059  21824586
   6.47506   6.47513    0.0143  16276548   4286709  21827686
   6.47492   6.47498    0.0143  16276648   4286009  21817886
   6.47478   6.47483    0.0143  16290448   4289669  21837386
   6.47464   6.47469    0.0143  16273848   4287019  21820386
   6.47450   6.47454    0.0143  16261648   4284169  21811786
   6.47436   6.47439    0.0143  16266048   4284879  21815386
   6.47422   6.47425    0.0143  16273148   4288789  21835086
   6.47408   6.47410    0.0143  16259848   4286139  21827086
   6.47394   6.47396    0.0143  16251348   4284559  21816986
   6.47381   6.47382    0.0143  16276948   4289899  21843786
   6.47367   6.47367    0.0143  16240348   4282669  21808286
   6.47353   6.47353    0.0143  16259648   4286959  21838286
   6.47339   6.47339    0.0143  16231548   4281099  21802186
   6.47325   6.47326    0.0143  16257748   4287969  21834786
   6.47311   6.47312    0.0143  16223748   4278519  21794286
   6.47297   6.47298    0.0143  16239448   4283409  21823086
   6.47283   6.47285    0.0143  16236248   4282989  21824686
   6.47269   6.47271    0.0143  16217548   4281479  21805186
   6.47256   6.47258    0.0143  16223348   4282859  21816786
   6.47242   6.47245    0.0143  16220448   4282549  21816786
   6.47228   6.47232    0.0143  16233148   4286119  21833986
   6.47214   6.47219    0.0143  16230748   4284379  21827386
   6.47200   6.47206    0.0143  16251848   4289099  21860586
   6.47186   6.47193    0.0143  16264748   4294579  21880186
   6.47172   6.47179    0.0143  16244148   4291749  21864086
   6.47158   6.47166    0.0143  16272448   4298279  21898586
   6.47144   6.47153    0.0143  16269448   4299309  21908186
   6.47131   6.47140    0.0143  16295748   4305229  21944286
   6.47117   6.47126    0.0143  16274648   4300059  21911586
   6.47103   6.47113    0.0143  16309048   4309759  21963786
   6.47089   6.47099    0.0143  16278548   4302809  21931986
   6.47075   6.47085    0.0143  16304248   4311019  21970286
   6.47061   6.47071    0.0143  16295548   4310209  21962386
   6.47047   6.47057    0.0143  16324148   4315429  21998986
   6.47033   6.47042    0.0143  16310048   4311649  21973686
   6.47019   6.47028    0.0143  16311048   4313519  21980586
   6.47006   6.47014    0.0143  16319548   4317829  22010786
   6.46992   6.46999    0.0143  16304248   4312659  21987686
   6.46978   6.46985    0.0143  16317948   4316319  22009186
   6.46964   6.46971    0.0143  16322348   4320099  22023686
   6.46950   6.46956    0.0143  16319648   4321479  22041786
   6.46936   6.46942    0.0143  16323348   4320709  22034486
   6.46922   6.46928    0.0143  16310348   4318079  22015886
   6.46908   6.46914    0.0143  16333248   4324759  22050086
   6.46894   6.46900    0.0143  16303148   4317699  22024186
   6.46881   6.46887    0.0143  16344648   4328979  22073586
   6.46867   6.46873    0.0143  16322448   4322599  22047886
   6.46853   6.46860    0.0143  16350048   4330549  22085486
   6.46839   6.46846    0.0143  16302248   4318959  22031986
   6.46825   6.46833    0.0143  16318948   4324319  22061186
   6.46811   6.46819    0.0143  16319748   4326519  22072886
   6.46797   6.46806    0.0143  16326748   4326819  22072386
   6.46783   6.46793    0.0143  16338448   4332069  22101586
   6.46769   6.46780    0.0143  16323648   4330109  22092186
   6.46756   6.46766    0.0143  16321148   4328479  22078386
   6.46742   6.46753    0.0143  16305148   4326269  22070086
   6.46728   6.46740    0.0143  16323348   4330599  22101986
   6.46714   6.46726    0.0143  16324648   4333139  22103186
   6.46700   6.46713    0.0143  16314748   4329169  22095386
   6.46686   6.46699    0.0143  16331948   4333259  22126586
   6.46672   6.46685    0.0143  16297148   4328849  22086286
   6.46658   6.46671    0.0143  16316648   4334209  22108186
   6.46644   6.46657    0.0143  16302048   4330149  22095786
   6.46631   6.46644    0.0143  16338048   4339689  22149986
   6.46617   6.46630    0.0143  16305448   4333009  22110086
   6.46603   6.46615    0.0143  16305248   4332569  22116686
   6.46589   6.46601    0.0143  16283848   4330429  22106386
   6.46575   6.46587    0.0143  16303948   4335189  22133686
   6.46561   6.46573    0.0143  16292648   4334079  22118386
   6.46547   6.46559    0.0143  16291948   4335529  22133486
   6.46533   6.46545    0.0143  16291148   4335909  22137086
   6.46519   6.46530    0.0143  16256448   4326459  22088686
   6.46506   6.46515    0.0143  16255948   4328959  22107986
   6.46492   6.46501    0.0143  16261748   4329609  22105786
   6.46478   6.46486    0.0143  16257448   4329479  22111886
   6.46464   6.46472    0.0143  16253548   4328729  22103786
   6.46450   6.46457    0.0143  16229348   4324379  22077586
   6.46436   6.46442    0.0143  16252448   4330429  22111286
   6.46422   6.46428    0.0143  16194548   4318439  22052586
   6.46408   6.46413    0.0143  16228048   4326959  22098786
   6.46394   6.46399    0.0143  16212048   4324069  22089486
   6.46381   6.46385    0.0143  16221548   4326459  22095186
   6.46367   6.46371    0.0143  16200048   4320349  22068586
   6.46353   6.46357    0.0143  16214148   4323539  22083086
   6.46339   6.46343    0.0143  16216848   4326209  22095086
   6.46325   6.46329    0.0143  16233248   4330809  22123186
   6.46311   6.46316    0.0143  16255248   4338239  22152486
   6.46297   6.46302    0.0143  16255248   4338489  22160586
   6.46283   6.46289    0.0143  16253048   4339729  22170286
   6.46269   6.46275    0.0143  16259548   4340889  22175586
   6.46256   6.46262    0.0143  16281748   4346999  22214286
   6.46242   6.46248    0.0143  16294148   4351279  22233386
   6.46228   6.46235    0.0143  16287548   4351029  22236186
   6.46214   6.46222    0.0143  16304048   4354789  22245586
   6.46200   6.46209    0.0143  16295248   4352419  22234986
   6.46186   6.46196    0.0143  16317848   4359409  22278286
   6.46172   6.46183    0.0143  16307248   4358399  22272886
   6.46158   6.46170    0.0143  16350248   4367789  22323386
   6.46144   6.46157    0.0143  16309848   4359659  22274486
   6.46131   6.46143    0.0143  16338548   4366819  22322486
   6.46117   6.46130    0.0143  16331748   4366779  22322186
   6.46103   6.46117    0.0143  16339448   4367979  22327086
   6.46089   6.46103    0.0143  16347348   4371689  22343186
   6.46075   6.46089    0.0143  16348948   4371319  22360886
   6.46061   6.46075    0.0143  16354448   4375949  22367086
   6.46047   6.46061    0.0143  16350748   4372639  22354586
   6.46033   6.46046    0.0143  16361448   4376989  22378686
   6.46019   6.46032    0.0143  16366048   4378499  22389886
   6.46006   6.46018    0.0143  16370948   4377989  22387286
   6.45992   6.46003    0.0143  16377548   4380549  22397786
   6.45978   6.45989    0.0143  16354948   4377869  22388986
   6.45964   6.45974    0.0143  16383348   4383979  22414386
   6.45950   6.45960    0.0143  16345148   4374089  22370886
   6.45936   6.45946    0.0143  16384248   4384609  22424186
   6.45922   6.45932    0.0143  16362248   4379169  22402186
   6.45908   6.45918    0.0143  16382248   4384549  22420186
   6.45894   6.45904    0.0143  16357548   4378249  22392486
   6.45881   6.45890    0.0143  16360848   4381079  22413286
   6.45867   6.45876    0.0143  16347148   4376609  22389386
   6.45853   6.45863    0.0143  16346148   4376649  22375986
   6.45839   6.45849    0.0143  16364248   4382659  22410186
   6.45825   6.45835    0.0143  16364748   4379509  22417986
   6.45811   6.45822    0.0143  16372248   4382339  22419386
   6.45797   6.45808    0.0143  16343348   4376169  22386386
   6.45783   6.45795    0.0143  16346448   4376039  22393186
   6.45769   6.45782    0.0143  16324648   4372049  22365086
   6.45756   6.45769    0.0143  16331048   4373139  22376586
   6.45742   6.45755    0.0143  16358548   4379189  22412286
   6.45728   6.45741    0.0143  16334148   4373709  22389286
   6.45714   6.45728    0.0143  16343148   4375909  22394686
   6.45700   6.45714    0.0143  16300148   4366249  22342386
   6.45686   6.45700    0.0143  16325648   4372319  22386686
   6.45672   6.45686    0.0143  16294448   4363819  22336886
   6.45658   6.45672    0.0143  16324248   4371439  22378686
   6.45644   6.45659    0.0143  16319348   4369679  22373786
   6.45631   6.45645    0.0143  16301148   4364929  22335786
   6.45617   6.45631    0.0143  16289348   4362179  22318386
   6.45603   6.45617    0.0143  16279248   4357769  22308786
   6.45589   6.45602    0.0143  16298048   4363249  22337286
   6.45575   6.45588    0.0143  16278648   4357519  22308586
   6.45561   6.45574    0.0143  16278348   4358719  22320686
   6.45547   6.45559    0.0143  16265548   4355099  22301886
   6.45533   6.45545    0.0143  16251448   4351909  22278086
   6.45519   6.45531    0.0143  16271948   4355249  22306686
   6.45506   6.45516    0.0143  16269848   4354119  22301586
   6.45492   6.45501    0.0143  16282948   4359979  22335486
   6.45478   6.45486    0.0143  16261248   4351759  22273286
   6.45464   6.45471    0.0143  16278448   4357139  22305686
   6.45450   6.45457    0.0143  16257048   4352419  22291586
   6.45436   6.45442    0.0143  16305948   4361739  22335786
   6.45422   6.45428    0.0143  16312348   4364259  22352286
   6.45408   6.45413    0.0143  16338848   4372169  22393986
   6.45394   6.45398    0.0143  16324548   4367849  22378086
   6.45381   6.45384    0.0143  16328748   4366969  22376486
   6.45367   6.45370    0.0143  16340148   4371759  22395986
   6.45353   6.45356    0.0143  16345948   4373709  22400886
   6.45339   6.45342    0.0143  16370748   4377529  22436886
